CMDLINE /opt/anaconda3/bin/python artificialneuralnetwork-profiling.py
FUNC __main__.predict 246.0156 1739816305.7398 246.0156 1739816305.7408 0
FUNC __main__.predict 246.0156 1739816305.8950 246.0156 1739816305.8999 0
FUNC __main__.predict 246.0156 1739816305.9012 246.0156 1739816305.9021 0
FUNC __main__.predict 246.0156 1739816306.0637 246.0156 1739816306.0692 0
FUNC __main__.predict 246.0156 1739816306.0704 246.0156 1739816306.0713 0
FUNC __main__.predict 246.0156 1739816306.3036 246.0156 1739816306.3070 0
FUNC __main__.predict 246.0156 1739816306.3084 246.0156 1739816306.3092 0
FUNC __main__.predict 246.0156 1739816306.4743 246.0156 1739816306.4791 0
FUNC __main__.predict 246.0156 1739816306.4803 246.0156 1739816306.4812 0
FUNC __main__.predict 246.0156 1739816306.6354 246.0156 1739816306.6391 0
FUNC __main__.predict 246.0156 1739816306.6403 246.0156 1739816306.6411 0
FUNC __main__.predict 246.0156 1739816306.8087 246.0156 1739816306.8123 0
FUNC __main__.predict 246.0156 1739816306.8135 246.0156 1739816306.8143 0
FUNC __main__.predict 246.0312 1739816307.0057 246.0312 1739816307.0195 0
FUNC __main__.predict 246.0312 1739816307.0302 246.0312 1739816307.0396 0
FUNC __main__.predict 246.0312 1739816307.3867 246.0312 1739816307.3903 0
FUNC __main__.predict 246.0312 1739816307.3914 246.0312 1739816307.3923 0
FUNC __main__.predict 246.0312 1739816307.5554 246.0312 1739816307.5616 0
FUNC __main__.predict 246.0312 1739816307.5628 246.0312 1739816307.5666 0
FUNC __main__.predict 246.0312 1739816307.7347 246.0312 1739816307.7391 0
FUNC __main__.predict 246.0312 1739816307.7404 246.0312 1739816307.7413 0
FUNC __main__.predict 246.3750 1739816307.9024 246.3750 1739816307.9074 0
FUNC __main__.predict 247.8438 1739816307.9090 247.8438 1739816307.9107 0
FUNC __main__.predict 247.8438 1739816308.0686 247.8438 1739816308.0732 0
FUNC __main__.predict 247.8438 1739816308.0744 247.8438 1739816308.0752 0
FUNC __main__.predict 247.8438 1739816308.2358 247.8438 1739816308.2423 0
FUNC __main__.predict 247.8438 1739816308.2442 247.8438 1739816308.2466 0
FUNC __main__.predict 247.8594 1739816308.4038 247.8594 1739816308.4077 0
FUNC __main__.predict 247.8594 1739816308.4089 247.8594 1739816308.4097 0
FUNC __main__.predict 247.8594 1739816308.5715 247.8594 1739816308.5752 0
FUNC __main__.predict 247.8594 1739816308.5780 247.8594 1739816308.5800 0
FUNC __main__.predict 247.8594 1739816308.7420 247.8594 1739816308.7473 0
FUNC __main__.predict 247.8594 1739816308.7486 247.8594 1739816308.7510 0
FUNC __main__.predict 238.4375 1739816308.9385 238.4375 1739816308.9496 0
FUNC __main__.predict 238.4375 1739816308.9554 238.4375 1739816308.9687 0
FUNC __main__.predict 238.4375 1739816309.0705 238.4375 1739816309.0748 0
FUNC __main__.predict 238.4375 1739816309.0760 238.4375 1739816309.0775 0
FUNC __main__.predict 238.4531 1739816309.2372 238.4531 1739816309.2417 0
FUNC __main__.predict 238.4531 1739816309.2433 238.4531 1739816309.2446 0
FUNC __main__.predict 238.4531 1739816309.4146 238.4531 1739816309.4198 0
FUNC __main__.predict 238.4531 1739816309.4212 238.4531 1739816309.4283 0
FUNC __main__.predict 238.4531 1739816309.5909 238.4531 1739816309.5951 0
FUNC __main__.predict 238.4531 1739816309.5962 238.4531 1739816309.5989 0
FUNC __main__.predict 238.4531 1739816309.7572 238.4688 1739816309.7611 0
FUNC __main__.predict 238.4688 1739816309.7624 238.4688 1739816309.7654 0
FUNC __main__.predict 238.4688 1739816309.9253 238.4688 1739816309.9292 0
FUNC __main__.predict 238.4688 1739816309.9371 238.4688 1739816309.9381 0
FUNC __main__.predict 194.0781 1739816310.1045 194.0781 1739816310.1137 0
FUNC __main__.predict 194.0781 1739816310.1155 194.0781 1739816310.1168 0
FUNC __main__.predict 194.0781 1739816310.2008 194.0781 1739816310.2064 0
FUNC __main__.predict 194.0781 1739816310.2079 194.0781 1739816310.2088 0
FUNC __main__.predict 194.0781 1739816310.3726 194.0781 1739816310.3802 0
FUNC __main__.predict 194.0781 1739816310.3814 194.0781 1739816310.3823 0
FUNC __main__.predict 194.0781 1739816310.5389 194.0781 1739816310.5430 0
FUNC __main__.predict 194.2969 1739816310.5458 194.2969 1739816310.5470 0
FUNC __main__.predict 194.2969 1739816310.7031 194.2969 1739816310.7074 0
FUNC __main__.predict 194.2969 1739816310.7085 194.2969 1739816310.7095 0
FUNC __main__.predict 194.2969 1739816310.8631 194.2969 1739816310.8696 0
FUNC __main__.predict 194.2969 1739816310.8716 194.2969 1739816310.8728 0
FUNC __main__.predict 194.3125 1739816311.0419 194.3125 1739816311.0455 0
FUNC __main__.predict 194.3125 1739816311.0469 194.3281 1739816311.0477 0
FUNC __main__.predict 194.3281 1739816311.1277 194.3281 1739816311.1337 0
FUNC __main__.predict 194.4219 1739816311.1349 194.4219 1739816311.1357 0
FUNC __main__.predict 194.4219 1739816311.2893 194.4219 1739816311.2932 0
FUNC __main__.predict 194.4219 1739816311.2944 194.4219 1739816311.2953 0
FUNC __main__.predict 194.4219 1739816311.5272 194.4219 1739816311.5331 0
FUNC __main__.predict 194.4219 1739816311.5342 194.4219 1739816311.5351 0
FUNC __main__.predict 194.4219 1739816311.6886 194.4219 1739816311.6930 0
FUNC __main__.predict 194.4219 1739816311.6942 194.4219 1739816311.6950 0
FUNC __main__.predict 194.4219 1739816311.8500 194.4219 1739816311.8546 0
FUNC __main__.predict 194.4219 1739816311.8560 194.4219 1739816311.8569 0
FUNC __main__.predict 194.4219 1739816312.0222 194.4219 1739816312.0809 0
FUNC __main__.predict 194.4219 1739816312.0922 194.4219 1739816312.0948 0
FUNC __main__.predict 194.4219 1739816312.2509 194.4219 1739816312.2547 0
FUNC __main__.predict 194.4219 1739816312.2559 194.4219 1739816312.2567 0
FUNC __main__.predict 194.4219 1739816312.4181 194.4219 1739816312.4279 0
FUNC __main__.predict 194.4219 1739816312.4291 194.4375 1739816312.4307 0
FUNC __main__.predict 194.7812 1739816312.5109 194.7812 1739816312.5155 0
FUNC __main__.predict 194.7812 1739816312.5167 194.7812 1739816312.5176 0
FUNC __main__.predict 194.7812 1739816312.7516 194.7812 1739816312.7553 0
FUNC __main__.predict 194.7812 1739816312.7573 194.7812 1739816312.7583 0
FUNC __main__.predict 196.6094 1739816312.9333 196.6094 1739816312.9396 0
FUNC __main__.predict 196.6094 1739816312.9407 196.6094 1739816312.9516 0
FUNC __main__.predict 196.6250 1739816313.1263 196.6250 1739816313.1300 0
FUNC __main__.predict 196.6250 1739816313.1318 196.6250 1739816313.1331 0
FUNC __main__.predict 196.6250 1739816313.2995 196.6250 1739816313.3062 0
FUNC __main__.predict 196.6250 1739816313.3074 196.6250 1739816313.3083 0
FUNC __main__.predict 196.6250 1739816313.3898 196.6250 1739816313.3951 0
FUNC __main__.predict 196.6250 1739816313.3963 196.6250 1739816313.4000 0
FUNC __main__.predict 196.6250 1739816313.4804 196.6250 1739816313.4843 0
FUNC __main__.predict 196.6250 1739816313.4937 196.6250 1739816313.4947 0
FUNC __main__.predict 196.6250 1739816313.6541 196.6250 1739816313.6578 0
FUNC __main__.predict 196.6250 1739816313.6589 196.6250 1739816313.6602 0
FUNC __main__.predict 196.6406 1739816313.8354 196.6406 1739816313.8396 0
FUNC __main__.predict 196.6406 1739816313.8424 196.6406 1739816313.8432 0
FUNC __main__.predict 196.6406 1739816314.0025 196.6406 1739816314.0089 0
FUNC __main__.predict 196.7031 1739816314.0136 196.7031 1739816314.0145 0
FUNC __main__.predict 196.7031 1739816314.1708 196.7031 1739816314.1745 0
FUNC __main__.predict 196.7031 1739816314.1777 196.7031 1739816314.1786 0
FUNC __main__.predict 196.7031 1739816314.3427 196.7031 1739816314.3466 0
FUNC __main__.predict 196.7031 1739816314.3484 196.7031 1739816314.3493 0
FUNC __main__.predict 196.7031 1739816314.4302 196.7031 1739816314.4348 0
FUNC __main__.predict 196.7031 1739816314.4364 196.7031 1739816314.4381 0
FUNC __main__.predict 196.7031 1739816314.5925 196.7031 1739816314.5964 0
FUNC __main__.predict 196.7031 1739816314.5997 196.7031 1739816314.6005 0
FUNC __main__.predict 196.7031 1739816314.7575 196.7031 1739816314.7620 0
FUNC __main__.predict 196.7031 1739816314.7632 196.7031 1739816314.7653 0
FUNC __main__.predict 196.7188 1739816314.9181 196.7188 1739816314.9274 0
FUNC __main__.predict 196.7188 1739816314.9285 196.7188 1739816314.9297 0
FUNC __main__.predict 196.7188 1739816315.0102 196.7188 1739816315.0147 0
FUNC __main__.predict 196.7344 1739816315.0159 196.7344 1739816315.0175 0
FUNC __main__.predict 196.7344 1739816315.2544 196.7344 1739816315.2623 0
FUNC __main__.predict 196.7344 1739816315.2655 196.7344 1739816315.2663 0
FUNC __main__.predict 196.7344 1739816315.4274 196.7344 1739816315.4377 0
FUNC __main__.predict 196.7344 1739816315.4388 196.7344 1739816315.4400 0
FUNC __main__.predict 196.7344 1739816315.6699 196.7344 1739816315.6740 0
FUNC __main__.predict 196.7344 1739816315.6752 196.7344 1739816315.6760 0
FUNC __main__.predict 196.7344 1739816315.7674 196.7344 1739816315.7714 0
FUNC __main__.predict 196.7344 1739816315.7726 196.7344 1739816315.7735 0
FUNC __main__.predict 196.7500 1739816315.8550 196.7500 1739816315.8586 0
FUNC __main__.predict 196.7500 1739816315.8598 196.7500 1739816315.8624 0
FUNC __main__.predict 196.7500 1739816316.0207 196.7500 1739816316.0248 0
FUNC __main__.predict 196.7656 1739816316.0264 196.7656 1739816316.0273 0
FUNC __main__.predict 196.7656 1739816316.1856 196.7656 1739816316.1939 0
FUNC __main__.predict 196.7656 1739816316.1968 196.7656 1739816316.1997 0
FUNC __main__.predict 191.4844 1739816316.4428 191.4844 1739816316.4477 0
FUNC __main__.predict 191.4844 1739816316.4490 191.4844 1739816316.4499 0
FUNC __main__.predict 191.4844 1739816316.5304 191.4844 1739816316.5361 0
FUNC __main__.predict 191.4844 1739816316.5372 191.4844 1739816316.5393 0
FUNC __main__.predict 191.4844 1739816316.7010 191.4844 1739816316.7093 0
FUNC __main__.predict 191.4844 1739816316.7106 191.4844 1739816316.7139 0
FUNC __main__.predict 191.4844 1739816316.8701 191.4844 1739816316.8775 0
FUNC __main__.predict 191.5000 1739816316.8794 191.5000 1739816316.8803 0
FUNC __main__.predict 191.5000 1739816316.9751 191.5000 1739816317.0098 0
FUNC __main__.predict 191.5000 1739816317.0381 191.5000 1739816317.0519 0
FUNC __main__.predict 184.3594 1739816317.2246 184.3594 1739816317.2296 0
FUNC __main__.predict 184.3594 1739816317.2335 184.3594 1739816317.2343 0
FUNC __main__.predict 184.3594 1739816317.3911 184.3594 1739816317.3948 0
FUNC __main__.predict 184.3594 1739816317.3959 184.3594 1739816317.3985 0
FUNC __main__.predict 184.3594 1739816317.4828 184.3594 1739816317.4893 0
FUNC __main__.predict 184.3594 1739816317.4905 184.3594 1739816317.4914 0
FUNC __main__.predict 184.3750 1739816317.5769 184.3750 1739816317.5813 0
FUNC __main__.predict 184.3750 1739816317.5826 184.3750 1739816317.5834 0
FUNC __main__.predict 184.3906 1739816317.7388 184.3906 1739816317.7422 0
FUNC __main__.predict 184.3906 1739816317.7433 184.3906 1739816317.7442 0
FUNC __main__.predict 184.4062 1739816317.8261 184.4062 1739816317.8300 0
FUNC __main__.predict 184.4062 1739816317.8323 184.4062 1739816317.8341 0
FUNC __main__.predict 184.4062 1739816317.9900 184.4062 1739816317.9946 0
FUNC __main__.predict 184.4062 1739816317.9958 184.4062 1739816317.9987 0
FUNC __main__.predict 184.4062 1739816318.0876 184.4062 1739816318.0912 0
FUNC __main__.predict 184.4062 1739816318.0948 184.4062 1739816318.0956 0
FUNC __main__.predict 184.4062 1739816318.1769 184.4062 1739816318.1812 0
FUNC __main__.predict 184.4062 1739816318.1825 184.4062 1739816318.1835 0
FUNC __main__.predict 184.4219 1739816318.3429 184.4219 1739816318.3495 0
FUNC __main__.predict 184.4219 1739816318.3507 184.4219 1739816318.3529 0
FUNC __main__.predict 184.4375 1739816318.5972 184.4375 1739816318.6036 0
FUNC __main__.predict 184.4375 1739816318.6048 184.4375 1739816318.6064 0
FUNC __main__.predict 184.5938 1739816318.6067 184.6875 1739816318.6105 0
FUNC __main__.predict 184.6875 1739816318.6105 184.6875 1739816318.6114 0
FUNC __main__.cost_function 214.3750 1739816268.3924 238.7969 1739816268.4032 0
FUNC __main__.cost_function 238.9844 1739816268.4091 244.2656 1739816268.4158 0
FUNC __main__.cost_function 269.9219 1739816268.5742 270.4219 1739816268.5981 0
FUNC __main__.cost_function 270.4531 1739816268.6711 270.4531 1739816268.6854 0
FUNC __main__.cost_function 270.4844 1739816268.7640 270.5469 1739816268.7703 0
FUNC __main__.cost_function 270.5469 1739816268.7779 275.8281 1739816268.7796 0
FUNC __main__.cost_function 275.8438 1739816268.7817 275.9062 1739816268.7867 0
FUNC __main__.cost_function 275.9062 1739816268.8582 275.9062 1739816268.8638 0
FUNC __main__.cost_function 275.9844 1739816268.9358 276.8281 1739816268.9405 0
FUNC __main__.cost_function 276.8750 1739816269.0102 276.8906 1739816269.0172 0
FUNC __main__.cost_function 277.0625 1739816269.0215 282.3438 1739816269.0226 0
FUNC __main__.cost_function 282.5625 1739816269.0240 282.5625 1739816269.0282 0
FUNC __main__.cost_function 282.7500 1739816269.0987 283.3438 1739816269.1039 0
FUNC __main__.cost_function 283.3438 1739816269.1075 283.3438 1739816269.1086 0
FUNC __main__.cost_function 283.3438 1739816269.1104 283.3438 1739816269.1154 0
FUNC __main__.cost_function 283.3438 1739816269.1857 283.3438 1739816269.1906 0
FUNC __main__.cost_function 283.3438 1739816269.1950 283.3438 1739816269.1960 0
FUNC __main__.cost_function 283.3438 1739816269.1970 283.3438 1739816269.2039 0
FUNC __main__.cost_function 283.3438 1739816269.2741 283.3594 1739816269.2792 0
FUNC __main__.cost_function 283.3594 1739816269.2842 283.3594 1739816269.2854 0
FUNC __main__.cost_function 283.3594 1739816269.2877 283.3594 1739816269.2937 0
FUNC __main__.cost_function 283.3594 1739816269.3638 283.3594 1739816269.3683 0
FUNC __main__.cost_function 283.3594 1739816269.3722 283.3594 1739816269.3732 0
FUNC __main__.cost_function 283.3594 1739816269.3743 283.3594 1739816269.3792 0
FUNC __main__.cost_function 283.3594 1739816269.4493 283.3750 1739816269.4540 0
FUNC __main__.cost_function 283.3750 1739816269.5240 283.3750 1739816269.5286 0
FUNC __main__.cost_function 283.3750 1739816269.5984 283.3750 1739816269.6043 0
FUNC __main__.cost_function 283.3750 1739816269.6087 283.3750 1739816269.6098 0
FUNC __main__.cost_function 283.3750 1739816269.6109 283.3750 1739816269.6166 0
FUNC __main__.cost_function 283.3750 1739816269.6868 283.9688 1739816269.6926 0
FUNC __main__.cost_function 283.9688 1739816269.7634 284.2656 1739816269.7678 0
FUNC __main__.cost_function 284.2656 1739816269.7731 284.2656 1739816269.7743 0
FUNC __main__.cost_function 284.2656 1739816269.7758 284.2656 1739816269.7841 0
FUNC __main__.cost_function 284.2656 1739816269.8548 284.2656 1739816269.8621 0
FUNC __main__.cost_function 284.2656 1739816269.9318 284.2656 1739816269.9401 0
FUNC __main__.cost_function 284.2656 1739816269.9451 284.2656 1739816269.9470 0
FUNC __main__.cost_function 284.2656 1739816269.9491 284.2656 1739816269.9541 0
FUNC __main__.cost_function 284.2656 1739816270.0242 284.2656 1739816270.0289 0
FUNC __main__.cost_function 284.2656 1739816270.0989 284.2656 1739816270.1055 0
FUNC __main__.cost_function 284.2656 1739816270.1759 284.6250 1739816270.1834 0
FUNC __main__.cost_function 284.6250 1739816270.2532 284.7969 1739816270.2584 0
FUNC __main__.cost_function 284.8125 1739816270.2647 290.0938 1739816270.2658 0
FUNC __main__.cost_function 290.5781 1739816270.2677 290.5781 1739816270.2734 0
FUNC __main__.cost_function 290.5781 1739816270.3439 290.5781 1739816270.3530 0
FUNC __main__.cost_function 290.5781 1739816270.4235 290.5938 1739816270.4287 0
FUNC __main__.cost_function 290.5938 1739816270.4331 295.8750 1739816270.4343 0
FUNC __main__.cost_function 295.9219 1739816270.4354 295.9219 1739816270.4402 0
FUNC __main__.cost_function 295.9219 1739816270.5101 295.9219 1739816270.5174 0
FUNC __main__.cost_function 295.9219 1739816270.5872 295.9219 1739816270.5983 0
FUNC __main__.cost_function 295.9219 1739816270.6020 295.9219 1739816270.6034 0
FUNC __main__.cost_function 295.9219 1739816270.6049 295.9219 1739816270.6088 0
FUNC __main__.cost_function 295.9375 1739816270.6789 295.9375 1739816270.6848 0
FUNC __main__.cost_function 295.9375 1739816270.7546 295.9375 1739816270.7607 0
FUNC __main__.cost_function 295.9375 1739816270.7685 295.9375 1739816270.7710 0
FUNC __main__.cost_function 295.9375 1739816270.7724 295.9375 1739816270.7766 0
FUNC __main__.cost_function 295.9375 1739816270.8470 295.9375 1739816270.8575 0
FUNC __main__.cost_function 295.9375 1739816270.9279 295.9375 1739816270.9327 0
FUNC __main__.cost_function 295.9375 1739816270.9380 295.9375 1739816270.9391 0
FUNC __main__.cost_function 295.9375 1739816270.9409 295.9375 1739816270.9469 0
FUNC __main__.cost_function 295.9375 1739816271.0170 295.9375 1739816271.0276 0
FUNC __main__.cost_function 295.9375 1739816271.1052 295.9375 1739816271.1220 0
FUNC __main__.cost_function 295.9375 1739816271.1925 295.9375 1739816271.1975 0
FUNC __main__.cost_function 295.9375 1739816271.2012 295.9375 1739816271.2025 0
FUNC __main__.cost_function 295.9375 1739816271.2038 295.9375 1739816271.2085 0
FUNC __main__.cost_function 295.9375 1739816271.2790 295.9531 1739816271.2841 0
FUNC __main__.cost_function 295.9531 1739816271.3544 295.9531 1739816271.3628 0
FUNC __main__.cost_function 295.9531 1739816271.4332 295.9531 1739816271.4391 0
FUNC __main__.cost_function 295.9531 1739816271.4430 295.9531 1739816271.4456 0
FUNC __main__.cost_function 295.9531 1739816271.4480 295.9531 1739816271.4538 0
FUNC __main__.cost_function 295.9531 1739816271.5239 295.9531 1739816271.5329 0
FUNC __main__.cost_function 295.9531 1739816271.6030 295.9531 1739816271.6076 0
FUNC __main__.cost_function 295.9531 1739816271.6135 295.9531 1739816271.6155 0
FUNC __main__.cost_function 295.9531 1739816271.6179 295.9531 1739816271.6228 0
FUNC __main__.cost_function 295.9531 1739816271.6928 295.9531 1739816271.7000 0
FUNC __main__.cost_function 295.9531 1739816271.7050 295.9531 1739816271.7067 0
FUNC __main__.cost_function 295.9531 1739816271.7077 295.9531 1739816271.7158 0
FUNC __main__.cost_function 295.9531 1739816271.7858 295.9531 1739816271.7905 0
FUNC __main__.cost_function 295.9531 1739816271.7945 295.9531 1739816271.7956 0
FUNC __main__.cost_function 295.9531 1739816271.7978 295.9531 1739816271.8017 0
FUNC __main__.cost_function 295.9531 1739816271.8717 295.9531 1739816271.8763 0
FUNC __main__.cost_function 295.9531 1739816271.9464 295.9531 1739816271.9540 0
FUNC __main__.cost_function 295.9531 1739816271.9596 295.9531 1739816271.9631 0
FUNC __main__.cost_function 295.9531 1739816271.9683 295.9531 1739816271.9948 0
FUNC __main__.cost_function 295.9531 1739816272.0649 295.9531 1739816272.0893 0
FUNC __main__.cost_function 295.9531 1739816272.1600 295.9531 1739816272.1656 0
FUNC __main__.cost_function 295.9531 1739816272.2357 295.9531 1739816272.2413 0
FUNC __main__.cost_function 295.9531 1739816272.2499 295.9531 1739816272.2516 0
FUNC __main__.cost_function 295.9531 1739816272.2528 295.9531 1739816272.2569 0
FUNC __main__.cost_function 295.9531 1739816272.3284 295.9531 1739816272.3348 0
FUNC __main__.cost_function 295.9531 1739816272.3559 301.2344 1739816272.3595 0
FUNC __main__.cost_function 301.5625 1739816272.3612 301.5625 1739816272.3672 0
FUNC __main__.cost_function 301.5625 1739816272.4372 301.5625 1739816272.4424 0
FUNC __main__.cost_function 301.5625 1739816272.5124 301.5625 1739816272.5171 0
FUNC __main__.cost_function 301.5625 1739816272.5210 301.5625 1739816272.5221 0
FUNC __main__.cost_function 301.5625 1739816272.5232 301.5625 1739816272.5272 0
FUNC __main__.cost_function 301.5625 1739816272.5976 301.5625 1739816272.6067 0
FUNC __main__.cost_function 301.5625 1739816272.6106 301.5625 1739816272.6121 0
FUNC __main__.cost_function 301.5625 1739816272.6132 301.5625 1739816272.6178 0
FUNC __main__.cost_function 301.5625 1739816272.6878 301.5625 1739816272.6927 0
FUNC __main__.cost_function 301.5625 1739816272.7623 301.5625 1739816272.7669 0
FUNC __main__.cost_function 301.5625 1739816272.7710 301.6250 1739816272.7720 0
FUNC __main__.cost_function 301.6250 1739816272.7731 301.6250 1739816272.7770 0
FUNC __main__.cost_function 301.6250 1739816272.8470 301.6250 1739816272.8687 0
FUNC __main__.cost_function 301.6250 1739816272.9432 301.6250 1739816272.9493 0
FUNC __main__.cost_function 301.6250 1739816272.9554 301.6250 1739816272.9569 0
FUNC __main__.cost_function 301.6250 1739816272.9581 301.6250 1739816272.9623 0
FUNC __main__.cost_function 301.6250 1739816273.0327 301.6250 1739816273.0396 0
FUNC __main__.cost_function 301.6250 1739816273.1094 301.6250 1739816273.1159 0
FUNC __main__.cost_function 301.6250 1739816273.1197 301.6250 1739816273.1208 0
FUNC __main__.cost_function 301.6250 1739816273.1218 301.6250 1739816273.1281 0
FUNC __main__.cost_function 301.6250 1739816273.1983 301.6250 1739816273.2034 0
FUNC __main__.cost_function 301.6250 1739816273.2733 301.6250 1739816273.2789 0
FUNC __main__.cost_function 301.6250 1739816273.2875 301.6250 1739816273.2885 0
FUNC __main__.cost_function 301.6250 1739816273.2897 301.6250 1739816273.2936 0
FUNC __main__.cost_function 301.6250 1739816273.3651 301.6250 1739816273.3719 0
FUNC __main__.cost_function 301.6250 1739816273.4422 301.6250 1739816273.4497 0
FUNC __main__.cost_function 301.6250 1739816273.4537 301.8125 1739816273.4548 0
FUNC __main__.cost_function 301.8750 1739816273.4560 301.8750 1739816273.4617 0
FUNC __main__.cost_function 301.8750 1739816273.5318 301.8750 1739816273.5362 0
FUNC __main__.cost_function 301.8750 1739816273.6063 301.8750 1739816273.6191 0
FUNC __main__.cost_function 301.8750 1739816273.6268 301.7969 1739816273.6327 0
FUNC __main__.cost_function 301.7188 1739816273.6364 301.7188 1739816273.6505 0
FUNC __main__.cost_function 301.7188 1739816273.7225 301.7188 1739816273.7382 0
FUNC __main__.cost_function 301.7188 1739816273.7554 301.7188 1739816273.7671 0
FUNC __main__.cost_function 301.7188 1739816273.7705 301.7188 1739816273.7779 0
FUNC __main__.cost_function 301.7188 1739816273.8485 301.7188 1739816273.8605 0
FUNC __main__.cost_function 301.7188 1739816273.9306 301.7188 1739816273.9351 0
FUNC __main__.cost_function 301.7188 1739816273.9420 301.7188 1739816273.9448 0
FUNC __main__.cost_function 301.7188 1739816273.9480 301.7188 1739816273.9570 0
FUNC __main__.cost_function 301.7188 1739816274.0272 301.7188 1739816274.0344 0
FUNC __main__.cost_function 301.7188 1739816274.1045 301.7188 1739816274.1293 0
FUNC __main__.cost_function 301.6719 1739816274.1998 301.6719 1739816274.2047 0
FUNC __main__.cost_function 301.6719 1739816274.2093 301.6719 1739816274.2107 0
FUNC __main__.cost_function 301.6719 1739816274.2118 301.6719 1739816274.2179 0
FUNC __main__.cost_function 301.6719 1739816274.2883 301.6719 1739816274.2928 0
FUNC __main__.cost_function 301.6719 1739816274.3632 301.6719 1739816274.3678 0
FUNC __main__.cost_function 301.6719 1739816274.3726 301.6719 1739816274.3736 0
FUNC __main__.cost_function 301.6719 1739816274.3747 301.6719 1739816274.3794 0
FUNC __main__.cost_function 301.6719 1739816274.4497 301.6719 1739816274.4897 0
FUNC __main__.cost_function 301.6719 1739816274.5596 301.6719 1739816274.6131 0
FUNC __main__.cost_function 301.6719 1739816274.6426 301.6719 1739816274.6503 0
FUNC __main__.cost_function 301.6719 1739816274.6816 301.6719 1739816274.7148 0
FUNC __main__.cost_function 301.6719 1739816274.7844 301.6719 1739816274.7888 0
FUNC __main__.cost_function 301.6719 1739816274.8587 301.6719 1739816274.8722 0
FUNC __main__.cost_function 301.6719 1739816274.8761 301.6719 1739816274.8797 0
FUNC __main__.cost_function 301.6719 1739816274.8819 301.6719 1739816274.8885 0
FUNC __main__.cost_function 301.6719 1739816274.9583 301.6719 1739816274.9657 0
FUNC __main__.cost_function 301.6719 1739816275.0355 301.6719 1739816275.0443 0
FUNC __main__.cost_function 301.6719 1739816275.0499 301.6719 1739816275.0524 0
FUNC __main__.cost_function 301.6719 1739816275.0553 301.6719 1739816275.0603 0
FUNC __main__.cost_function 301.6719 1739816275.1301 301.6719 1739816275.1364 0
FUNC __main__.cost_function 301.6719 1739816275.2063 301.6719 1739816275.2112 0
FUNC __main__.cost_function 301.6719 1739816275.2199 301.6719 1739816275.2209 0
FUNC __main__.cost_function 301.6719 1739816275.2220 301.6719 1739816275.2259 0
FUNC __main__.cost_function 301.6719 1739816275.2957 301.6719 1739816275.2997 0
FUNC __main__.cost_function 301.6719 1739816275.3034 301.6719 1739816275.3045 0
FUNC __main__.cost_function 301.6719 1739816275.3060 301.6719 1739816275.3109 0
FUNC __main__.cost_function 301.6719 1739816275.3806 301.6719 1739816275.3890 0
FUNC __main__.cost_function 301.6719 1739816275.4584 301.6719 1739816275.4626 0
FUNC __main__.cost_function 301.6719 1739816275.4699 301.6719 1739816275.4718 0
FUNC __main__.cost_function 301.6719 1739816275.4730 301.6719 1739816275.4773 0
FUNC __main__.cost_function 301.6719 1739816275.5469 301.6719 1739816275.5531 0
FUNC __main__.cost_function 301.5781 1739816275.6234 301.5781 1739816275.6456 0
FUNC __main__.cost_function 301.5781 1739816275.6574 301.5781 1739816275.7181 0
FUNC __main__.cost_function 301.5781 1739816275.7370 301.5781 1739816275.7510 0
FUNC __main__.cost_function 301.5781 1739816275.8212 301.5781 1739816275.8263 0
FUNC __main__.cost_function 301.5781 1739816275.8967 301.5781 1739816275.9013 0
FUNC __main__.cost_function 301.5781 1739816275.9054 301.5781 1739816275.9065 0
FUNC __main__.cost_function 301.5781 1739816275.9076 301.5781 1739816275.9114 0
FUNC __main__.cost_function 301.5781 1739816275.9820 301.5781 1739816275.9879 0
FUNC __main__.cost_function 301.5781 1739816276.0580 301.5781 1739816276.0638 0
FUNC __main__.cost_function 301.5781 1739816276.0751 301.5781 1739816276.0762 0
FUNC __main__.cost_function 301.5781 1739816276.0817 301.5781 1739816276.0867 0
FUNC __main__.cost_function 301.5781 1739816276.1569 301.5625 1739816276.1707 0
FUNC __main__.cost_function 298.8125 1739816276.2441 298.8281 1739816276.2574 0
FUNC __main__.cost_function 298.8281 1739816276.2695 298.8281 1739816276.2719 0
FUNC __main__.cost_function 298.8281 1739816276.2739 298.8281 1739816276.2870 0
FUNC __main__.cost_function 298.8281 1739816276.3575 298.8281 1739816276.3724 0
FUNC __main__.cost_function 298.8281 1739816276.4429 298.8281 1739816276.4503 0
FUNC __main__.cost_function 298.8281 1739816276.4541 298.8281 1739816276.4551 0
FUNC __main__.cost_function 298.8281 1739816276.4562 298.8281 1739816276.4600 0
FUNC __main__.cost_function 298.8281 1739816276.5300 298.8281 1739816276.5349 0
FUNC __main__.cost_function 298.8281 1739816276.5392 298.8281 1739816276.5403 0
FUNC __main__.cost_function 298.8281 1739816276.5425 298.8281 1739816276.5466 0
FUNC __main__.cost_function 298.8281 1739816276.6167 298.8281 1739816276.6348 0
FUNC __main__.cost_function 298.8281 1739816276.6421 298.8281 1739816276.6431 0
FUNC __main__.cost_function 298.8281 1739816276.6443 298.8281 1739816276.6506 0
FUNC __main__.cost_function 298.8281 1739816276.7207 298.8281 1739816276.7250 0
FUNC __main__.cost_function 298.8281 1739816276.7947 298.8281 1739816276.7993 0
