CMDLINE /opt/anaconda3/bin/python artificialneuralnetwork-profiling.py
FUNC __main__.cost_function 246.9375 1739816288.4358 246.9375 1739816288.4390 0
FUNC __main__.cost_function 246.9375 1739816288.4401 246.9375 1739816288.4439 0
FUNC __main__.cost_function 246.9375 1739816288.5139 246.9375 1739816288.5249 0
FUNC __main__.cost_function 246.9375 1739816288.5951 246.9375 1739816288.6054 0
FUNC __main__.cost_function 246.9375 1739816288.6188 246.9375 1739816288.6217 0
FUNC __main__.cost_function 246.9531 1739816288.6346 246.9531 1739816288.6428 0
FUNC __main__.cost_function 246.9531 1739816288.7130 246.9531 1739816288.7200 0
FUNC __main__.cost_function 246.9531 1739816288.7261 246.9531 1739816288.7313 0
FUNC __main__.cost_function 246.9531 1739816288.7326 242.8594 1739816288.7483 0
FUNC __main__.cost_function 242.8594 1739816288.8181 243.0625 1739816288.8236 0
FUNC __main__.cost_function 243.0625 1739816288.8934 243.1719 1739816288.8990 0
FUNC __main__.cost_function 243.1875 1739816288.9054 244.3281 1739816288.9066 0
FUNC __main__.cost_function 244.3281 1739816288.9076 244.3281 1739816288.9121 0
FUNC __main__.cost_function 244.3281 1739816288.9818 244.3281 1739816288.9861 0
FUNC __main__.cost_function 244.3281 1739816289.0562 244.3438 1739816289.0620 0
FUNC __main__.cost_function 244.3438 1739816289.1323 244.3438 1739816289.1362 0
FUNC __main__.cost_function 244.3438 1739816289.1420 246.4531 1739816289.1431 0
FUNC __main__.cost_function 246.4531 1739816289.1442 246.4531 1739816289.1498 0
FUNC __main__.cost_function 246.5156 1739816289.2207 247.3594 1739816289.2260 0
FUNC __main__.cost_function 247.3594 1739816289.2959 247.3594 1739816289.3038 0
FUNC __main__.cost_function 247.3594 1739816289.3083 252.2344 1739816289.3096 0
FUNC __main__.cost_function 252.2344 1739816289.3107 252.2344 1739816289.3167 0
FUNC __main__.cost_function 252.2344 1739816289.3869 252.2344 1739816289.3917 0
FUNC __main__.cost_function 252.2344 1739816289.3956 252.2656 1739816289.3989 0
FUNC __main__.cost_function 252.2812 1739816289.4005 252.2812 1739816289.4131 0
FUNC __main__.cost_function 252.2812 1739816289.4829 252.2812 1739816289.4891 0
FUNC __main__.cost_function 252.2812 1739816289.5591 252.2812 1739816289.5655 0
FUNC __main__.cost_function 252.2812 1739816289.5709 252.2812 1739816289.5720 0
FUNC __main__.cost_function 252.2812 1739816289.5744 252.2812 1739816289.5797 0
FUNC __main__.cost_function 252.2812 1739816289.6493 252.2812 1739816289.6660 0
FUNC __main__.cost_function 252.2812 1739816289.7358 252.2812 1739816289.7398 0
FUNC __main__.cost_function 252.2812 1739816289.7455 252.2812 1739816289.7476 0
FUNC __main__.cost_function 252.2812 1739816289.7490 252.2812 1739816289.7572 0
FUNC __main__.cost_function 252.2812 1739816289.8268 252.2812 1739816289.8376 0
FUNC __main__.cost_function 252.2812 1739816289.9073 252.2812 1739816289.9156 0
FUNC __main__.cost_function 252.2812 1739816289.9249 252.2812 1739816289.9285 0
FUNC __main__.cost_function 252.2812 1739816289.9316 252.2812 1739816289.9397 0
FUNC __main__.cost_function 252.2812 1739816290.0102 252.2812 1739816290.0166 0
FUNC __main__.cost_function 252.2812 1739816290.0869 252.4531 1739816290.0914 0
FUNC __main__.cost_function 252.4531 1739816290.0957 257.4062 1739816290.0987 0
FUNC __main__.cost_function 257.4062 1739816290.0998 257.4062 1739816290.1047 0
FUNC __main__.cost_function 257.4062 1739816290.1778 257.4062 1739816290.1839 0
FUNC __main__.cost_function 257.4062 1739816290.2543 257.4062 1739816290.2663 0
FUNC __main__.cost_function 257.4062 1739816290.2738 257.4375 1739816290.2749 0
FUNC __main__.cost_function 257.4375 1739816290.2759 257.4375 1739816290.2835 0
FUNC __main__.cost_function 257.4375 1739816290.3538 257.4375 1739816290.3589 0
FUNC __main__.cost_function 257.4375 1739816290.3629 257.5938 1739816290.3652 0
FUNC __main__.cost_function 257.5938 1739816290.3665 257.5938 1739816290.3718 0
FUNC __main__.cost_function 257.5938 1739816290.4418 257.5938 1739816290.4468 0
FUNC __main__.cost_function 257.5938 1739816290.4508 257.7812 1739816290.4537 0
FUNC __main__.cost_function 257.7969 1739816290.4552 257.7969 1739816290.4593 0
FUNC __main__.cost_function 257.7969 1739816290.5294 257.7969 1739816290.5359 0
FUNC __main__.cost_function 257.7969 1739816290.6064 257.7969 1739816290.6305 0
FUNC __main__.cost_function 257.7969 1739816290.6449 257.8281 1739816290.6461 0
FUNC __main__.cost_function 257.8281 1739816290.6488 257.8281 1739816290.6639 0
FUNC __main__.cost_function 257.8281 1739816290.7347 257.8281 1739816290.7394 0
FUNC __main__.cost_function 257.8281 1739816290.8097 257.8281 1739816290.8156 0
FUNC __main__.cost_function 257.8281 1739816290.8203 257.8281 1739816290.8247 0
FUNC __main__.cost_function 257.8281 1739816290.8258 257.8281 1739816290.8303 0
FUNC __main__.cost_function 257.8281 1739816290.9005 257.8281 1739816290.9049 0
FUNC __main__.cost_function 257.8281 1739816290.9751 257.8281 1739816290.9801 0
FUNC __main__.cost_function 257.8281 1739816290.9859 258.0156 1739816290.9880 0
FUNC __main__.cost_function 258.0156 1739816290.9891 258.0156 1739816290.9931 0
FUNC __main__.cost_function 258.0156 1739816291.0629 258.0156 1739816291.0691 0
FUNC __main__.cost_function 258.0156 1739816291.1389 258.0156 1739816291.1753 0
FUNC __main__.cost_function 258.0156 1739816291.1824 258.2031 1739816291.1940 0
FUNC __main__.cost_function 258.2031 1739816291.1953 258.2031 1739816291.2001 0
FUNC __main__.cost_function 258.2031 1739816291.2707 258.2031 1739816291.2771 0
FUNC __main__.cost_function 258.2031 1739816291.3474 258.2031 1739816291.3525 0
FUNC __main__.cost_function 258.2031 1739816291.3585 258.2031 1739816291.3596 0
FUNC __main__.cost_function 258.2031 1739816291.3615 258.2031 1739816291.3688 0
FUNC __main__.cost_function 258.2031 1739816291.4389 258.2031 1739816291.4435 0
FUNC __main__.cost_function 258.2031 1739816291.5134 258.2031 1739816291.5181 0
FUNC __main__.cost_function 258.2031 1739816291.5241 258.2031 1739816291.5252 0
FUNC __main__.cost_function 258.2031 1739816291.5266 258.2031 1739816291.5353 0
FUNC __main__.cost_function 258.2031 1739816291.6053 258.2031 1739816291.6109 0
FUNC __main__.cost_function 258.2031 1739816291.6816 258.2031 1739816291.6868 0
FUNC __main__.cost_function 258.2031 1739816291.6909 258.2031 1739816291.6919 0
FUNC __main__.cost_function 258.2031 1739816291.6945 258.2031 1739816291.7000 0
FUNC __main__.cost_function 258.2031 1739816291.7703 258.2031 1739816291.7759 0
FUNC __main__.cost_function 258.2031 1739816291.8468 258.2031 1739816291.8538 0
FUNC __main__.cost_function 258.2031 1739816291.8582 258.2031 1739816291.8593 0
FUNC __main__.cost_function 258.2188 1739816291.8684 258.2188 1739816291.8743 0
FUNC __main__.cost_function 258.2188 1739816291.9446 252.9688 1739816291.9621 0
FUNC __main__.cost_function 252.9688 1739816292.0333 252.9688 1739816292.0701 0
FUNC __main__.cost_function 252.9688 1739816292.0763 252.9688 1739816292.0777 0
FUNC __main__.cost_function 252.9688 1739816292.0789 252.9688 1739816292.0849 0
FUNC __main__.cost_function 252.9688 1739816292.1558 252.9688 1739816292.1605 0
FUNC __main__.cost_function 252.9688 1739816292.2311 252.9688 1739816292.2371 0
FUNC __main__.cost_function 252.9688 1739816292.3119 252.9688 1739816292.3185 0
FUNC __main__.cost_function 252.9688 1739816292.3899 252.9688 1739816292.3980 0
FUNC __main__.cost_function 252.9688 1739816292.4692 252.9688 1739816292.4770 0
FUNC __main__.cost_function 252.9688 1739816292.4847 252.9688 1739816292.4865 0
FUNC __main__.cost_function 252.9688 1739816292.4926 252.9688 1739816292.4983 0
FUNC __main__.cost_function 252.9688 1739816292.5698 252.9688 1739816292.5796 0
FUNC __main__.cost_function 252.9688 1739816292.6506 252.9688 1739816292.6581 0
FUNC __main__.cost_function 252.9688 1739816292.7342 252.9688 1739816292.7484 0
FUNC __main__.cost_function 252.9688 1739816292.7531 252.9688 1739816292.7546 0
FUNC __main__.cost_function 252.9688 1739816292.7561 252.9688 1739816292.7627 0
FUNC __main__.cost_function 252.9688 1739816292.8329 252.9688 1739816292.8381 0
FUNC __main__.cost_function 252.9688 1739816292.9084 252.9688 1739816292.9135 0
FUNC __main__.cost_function 252.9688 1739816292.9291 252.9688 1739816292.9320 0
FUNC __main__.cost_function 252.9688 1739816292.9364 252.9688 1739816292.9424 0
FUNC __main__.cost_function 252.9688 1739816293.0132 252.9688 1739816293.0177 0
FUNC __main__.cost_function 252.9688 1739816293.0887 252.9688 1739816293.0959 0
FUNC __main__.cost_function 252.9688 1739816293.0993 252.9688 1739816293.1015 0
FUNC __main__.cost_function 252.9688 1739816293.1028 252.9688 1739816293.1071 0
FUNC __main__.cost_function 252.9688 1739816293.1775 252.9688 1739816293.1827 0
FUNC __main__.cost_function 252.9688 1739816293.2526 252.9688 1739816293.2572 0
FUNC __main__.cost_function 252.9688 1739816293.3275 252.9688 1739816293.3365 0
FUNC __main__.cost_function 252.9688 1739816293.3456 253.0000 1739816293.3496 0
FUNC __main__.cost_function 253.0000 1739816293.3507 253.0000 1739816293.3580 0
FUNC __main__.cost_function 253.0000 1739816293.4280 253.0000 1739816293.4345 0
FUNC __main__.cost_function 253.0000 1739816293.5045 253.0156 1739816293.5165 0
FUNC __main__.cost_function 253.0156 1739816293.5243 253.0156 1739816293.5254 0
FUNC __main__.cost_function 253.0156 1739816293.5270 253.0156 1739816293.5349 0
FUNC __main__.cost_function 253.0156 1739816293.6053 253.0156 1739816293.6332 0
FUNC __main__.cost_function 253.0156 1739816293.7040 253.0156 1739816293.7089 0
FUNC __main__.cost_function 253.0156 1739816293.7200 253.0156 1739816293.7216 0
FUNC __main__.cost_function 253.0156 1739816293.7227 253.0156 1739816293.7269 0
FUNC __main__.cost_function 253.0156 1739816293.7974 253.0156 1739816293.8018 0
FUNC __main__.cost_function 253.0156 1739816293.8056 253.0156 1739816293.8066 0
FUNC __main__.cost_function 253.0156 1739816293.8083 253.0156 1739816293.8138 0
FUNC __main__.cost_function 253.0156 1739816293.8840 253.0156 1739816293.8891 0
FUNC __main__.cost_function 253.0156 1739816293.9602 253.0156 1739816293.9651 0
FUNC __main__.cost_function 253.0156 1739816293.9697 253.0156 1739816293.9708 0
FUNC __main__.cost_function 253.0156 1739816293.9719 253.0156 1739816293.9782 0
FUNC __main__.cost_function 253.0156 1739816294.0488 253.0156 1739816294.0536 0
FUNC __main__.cost_function 253.0156 1739816294.1243 253.0156 1739816294.1299 0
FUNC __main__.cost_function 253.0156 1739816294.1365 253.0156 1739816294.1388 0
FUNC __main__.cost_function 253.0156 1739816294.1401 253.0156 1739816294.1451 0
FUNC __main__.cost_function 253.0156 1739816294.2154 253.0156 1739816294.2223 0
FUNC __main__.cost_function 253.0156 1739816294.2934 253.0156 1739816294.3004 0
FUNC __main__.cost_function 253.0156 1739816294.3041 253.0156 1739816294.3052 0
FUNC __main__.cost_function 253.0156 1739816294.3063 253.0156 1739816294.3104 0
FUNC __main__.cost_function 253.0156 1739816294.3804 253.0156 1739816294.3854 0
FUNC __main__.cost_function 253.0156 1739816294.4557 253.0156 1739816294.4604 0
FUNC __main__.cost_function 253.0156 1739816294.4665 253.0156 1739816294.4675 0
FUNC __main__.cost_function 253.0156 1739816294.4686 253.0156 1739816294.4730 0
FUNC __main__.cost_function 253.0156 1739816294.5432 253.0156 1739816294.5480 0
FUNC __main__.cost_function 253.0156 1739816294.6181 253.0156 1739816294.6240 0
FUNC __main__.cost_function 253.0156 1739816294.6285 253.1406 1739816294.6314 0
FUNC __main__.cost_function 253.1406 1739816294.6335 253.1406 1739816294.6388 0
FUNC __main__.cost_function 253.1406 1739816294.7095 253.1406 1739816294.7231 0
FUNC __main__.cost_function 253.1406 1739816294.7947 253.1406 1739816294.8013 0
FUNC __main__.cost_function 253.1562 1739816294.8716 253.1562 1739816294.8769 0
FUNC __main__.cost_function 253.1562 1739816294.8813 253.1562 1739816294.8827 0
FUNC __main__.cost_function 253.1562 1739816294.8838 253.1562 1739816294.8876 0
FUNC __main__.cost_function 253.1562 1739816294.9580 253.1562 1739816294.9657 0
FUNC __main__.cost_function 253.1562 1739816295.0358 253.1562 1739816295.0417 0
FUNC __main__.cost_function 253.1562 1739816295.0463 253.1562 1739816295.0475 0
FUNC __main__.cost_function 253.1562 1739816295.0490 253.1562 1739816295.0562 0
FUNC __main__.cost_function 253.1562 1739816295.1262 253.1562 1739816295.1355 0
FUNC __main__.cost_function 253.1562 1739816295.2055 253.1562 1739816295.2162 0
FUNC __main__.cost_function 253.1562 1739816295.2277 253.1562 1739816295.2349 0
FUNC __main__.cost_function 253.1562 1739816295.2363 253.1562 1739816295.2407 0
FUNC __main__.cost_function 253.1562 1739816295.3110 253.1562 1739816295.3164 0
FUNC __main__.cost_function 253.1562 1739816295.3867 253.1562 1739816295.3914 0
FUNC __main__.cost_function 253.1562 1739816295.3954 253.1562 1739816295.3964 0
FUNC __main__.cost_function 253.1562 1739816295.3990 253.1562 1739816295.4038 0
FUNC __main__.cost_function 253.1562 1739816295.4740 253.1562 1739816295.4788 0
FUNC __main__.cost_function 253.1562 1739816295.5485 253.1562 1739816295.5527 0
FUNC __main__.cost_function 253.1562 1739816295.5573 253.1562 1739816295.5585 0
FUNC __main__.cost_function 253.1562 1739816295.5596 253.1562 1739816295.5633 0
FUNC __main__.cost_function 253.1562 1739816295.6333 253.1562 1739816295.6441 0
FUNC __main__.cost_function 253.1562 1739816295.7143 253.1562 1739816295.7192 0
FUNC __main__.cost_function 253.1562 1739816295.7246 253.2344 1739816295.7257 0
FUNC __main__.cost_function 253.2344 1739816295.7268 253.2344 1739816295.7367 0
FUNC __main__.cost_function 253.2344 1739816295.8069 253.2344 1739816295.8115 0
FUNC __main__.cost_function 253.2344 1739816295.8819 253.2344 1739816295.8862 0
FUNC __main__.cost_function 253.2344 1739816295.8919 253.2344 1739816295.8929 0
FUNC __main__.cost_function 253.2344 1739816295.8940 253.2344 1739816295.9006 0
FUNC __main__.cost_function 253.2344 1739816295.9710 253.2344 1739816295.9763 0
FUNC __main__.cost_function 253.2344 1739816295.9808 253.2344 1739816295.9828 0
FUNC __main__.cost_function 253.2344 1739816295.9838 253.2344 1739816295.9880 0
FUNC __main__.cost_function 253.2344 1739816296.0586 253.2344 1739816296.0673 0
FUNC __main__.cost_function 253.2344 1739816296.1369 253.2344 1739816296.1466 0
FUNC __main__.cost_function 253.2344 1739816296.1505 253.2500 1739816296.1516 0
FUNC __main__.cost_function 253.2500 1739816296.1526 253.2500 1739816296.1583 0
FUNC __main__.cost_function 253.2500 1739816296.2286 253.2500 1739816296.2338 0
FUNC __main__.cost_function 253.2500 1739816296.3035 253.2500 1739816296.3081 0
FUNC __main__.cost_function 253.2500 1739816296.3124 253.2500 1739816296.3134 0
FUNC __main__.cost_function 253.2500 1739816296.3146 253.2500 1739816296.3209 0
FUNC __main__.cost_function 253.2500 1739816296.3912 253.2500 1739816296.3968 0
FUNC __main__.cost_function 253.2500 1739816296.4670 253.2500 1739816296.4714 0
FUNC __main__.cost_function 253.2500 1739816296.5414 253.2500 1739816296.5458 0
FUNC __main__.cost_function 253.2500 1739816296.5501 253.2500 1739816296.5512 0
FUNC __main__.cost_function 253.2500 1739816296.5523 253.2500 1739816296.5569 0
FUNC __main__.cost_function 253.2500 1739816296.6271 253.2500 1739816296.6340 0
FUNC __main__.cost_function 253.2500 1739816296.6378 253.2500 1739816296.6390 0
FUNC __main__.cost_function 253.2500 1739816296.6400 253.2500 1739816296.6440 0
FUNC __main__.cost_function 253.2500 1739816296.7140 253.2500 1739816296.7195 0
FUNC __main__.cost_function 253.2500 1739816296.7895 253.2500 1739816296.7935 0
FUNC __main__.cost_function 253.2500 1739816296.7981 253.2500 1739816296.7997 0
FUNC __main__.cost_function 253.2500 1739816296.8008 253.2500 1739816296.8053 0
FUNC __main__.cost_function 253.2500 1739816296.8756 253.2500 1739816296.8799 0
FUNC __main__.cost_function 253.2500 1739816296.8833 253.2656 1739816296.8844 0
FUNC __main__.cost_function 253.2656 1739816296.8854 253.2656 1739816296.8899 0
FUNC __main__.cost_function 253.2656 1739816296.9600 253.2656 1739816296.9740 0
FUNC __main__.cost_function 253.2656 1739816297.0440 252.8594 1739816297.0689 0
FUNC __main__.cost_function 252.8594 1739816297.0804 252.8594 1739816297.0824 0
FUNC __main__.cost_function 252.8594 1739816297.0863 252.8594 1739816297.0910 0
FUNC __main__.cost_function 252.8594 1739816297.1611 252.8594 1739816297.1677 0
FUNC __main__.cost_function 252.8594 1739816297.2380 252.8594 1739816297.2425 0
FUNC __main__.cost_function 252.8594 1739816297.2461 252.8594 1739816297.2472 0
FUNC __main__.cost_function 252.8594 1739816297.2493 252.8594 1739816297.2533 0
FUNC __main__.cost_function 252.8594 1739816297.3240 252.8594 1739816297.3300 0
FUNC __main__.cost_function 252.8594 1739816297.3999 252.8594 1739816297.4040 0
FUNC __main__.cost_function 252.8594 1739816297.4743 252.8594 1739816297.4802 0
FUNC __main__.cost_function 252.8750 1739816297.4840 252.8750 1739816297.4854 0
FUNC __main__.cost_function 252.8750 1739816297.4869 252.8750 1739816297.4909 0
FUNC __main__.cost_function 252.8750 1739816297.5609 252.8750 1739816297.5683 0
FUNC __main__.cost_function 252.8750 1739816297.5789 252.8750 1739816297.5807 0
FUNC __main__.cost_function 252.8750 1739816297.5824 252.8750 1739816297.5878 0
FUNC __main__.cost_function 252.8750 1739816297.6582 252.8750 1739816297.6687 0
FUNC __main__.cost_function 252.8750 1739816297.7385 252.8750 1739816297.7460 0
FUNC __main__.cost_function 252.8750 1739816297.7501 252.8750 1739816297.7511 0
FUNC __main__.cost_function 252.8750 1739816297.7522 252.8750 1739816297.7584 0
FUNC __main__.cost_function 252.8750 1739816297.8287 252.8750 1739816297.8341 0
FUNC __main__.cost_function 252.8750 1739816297.8388 252.8750 1739816297.8399 0
FUNC __main__.cost_function 252.8750 1739816297.8410 252.8750 1739816297.8460 0
FUNC __main__.cost_function 252.8750 1739816297.9162 252.8750 1739816297.9212 0
FUNC __main__.cost_function 252.8750 1739816297.9912 252.8750 1739816297.9966 0
FUNC __main__.cost_function 252.8750 1739816298.0025 252.8750 1739816298.0094 0
FUNC __main__.cost_function 252.8750 1739816298.0105 252.8750 1739816298.0167 0
FUNC __main__.cost_function 252.8750 1739816298.0871 252.8750 1739816298.0952 0
FUNC __main__.cost_function 252.8750 1739816298.1653 252.8750 1739816298.1704 0
FUNC __main__.cost_function 252.8750 1739816298.1744 253.0000 1739816298.1755 0
FUNC __main__.cost_function 253.0000 1739816298.1766 253.0000 1739816298.1806 0
FUNC __main__.cost_function 253.0000 1739816298.2509 253.0000 1739816298.2557 0
FUNC __main__.cost_function 253.0000 1739816298.3253 253.0000 1739816298.3328 0
FUNC __main__.cost_function 253.0000 1739816298.3372 253.0000 1739816298.3382 0
FUNC __main__.cost_function 253.0000 1739816298.3418 253.0000 1739816298.3459 0
FUNC __main__.cost_function 253.0000 1739816298.4157 253.0000 1739816298.4277 0
FUNC __main__.cost_function 253.0000 1739816298.4987 253.0000 1739816298.5048 0
FUNC __main__.cost_function 253.0000 1739816298.5750 253.0000 1739816298.5809 0
FUNC __main__.cost_function 253.0000 1739816298.5899 253.0000 1739816298.5921 0
FUNC __main__.cost_function 253.0000 1739816298.5932 253.0000 1739816298.6008 0
FUNC __main__.cost_function 253.0000 1739816298.6711 253.0000 1739816298.6754 0
FUNC __main__.cost_function 253.0000 1739816298.7457 253.0000 1739816298.7507 0
FUNC __main__.cost_function 253.0000 1739816298.7542 253.0000 1739816298.7567 0
FUNC __main__.cost_function 253.0156 1739816298.7581 253.0156 1739816298.7655 0
FUNC __main__.cost_function 253.0156 1739816298.8353 253.0156 1739816298.8403 0
FUNC __main__.cost_function 253.0156 1739816298.8441 253.0156 1739816298.8451 0
FUNC __main__.cost_function 253.0156 1739816298.8462 253.0156 1739816298.8521 0
FUNC __main__.cost_function 253.0156 1739816298.9225 253.0156 1739816298.9288 0
FUNC __main__.cost_function 253.0156 1739816298.9988 253.0156 1739816299.0041 0
FUNC __main__.cost_function 253.0156 1739816299.0085 253.0156 1739816299.0116 0
FUNC __main__.cost_function 253.0156 1739816299.0159 253.0156 1739816299.0291 0
FUNC __main__.cost_function 253.0156 1739816299.0997 253.0156 1739816299.1076 0
FUNC __main__.cost_function 253.0156 1739816299.1780 253.0156 1739816299.1824 0
FUNC __main__.cost_function 253.0156 1739816299.1863 253.0156 1739816299.1945 0
FUNC __main__.cost_function 253.0156 1739816299.1965 253.0156 1739816299.2037 0
FUNC __main__.cost_function 253.0156 1739816299.2749 253.0156 1739816299.2797 0
FUNC __main__.cost_function 253.0156 1739816299.3502 253.0156 1739816299.3549 0
FUNC __main__.cost_function 253.0156 1739816299.3605 253.0156 1739816299.3628 0
FUNC __main__.cost_function 253.0156 1739816299.3670 253.0156 1739816299.3798 0
FUNC __main__.cost_function 253.0156 1739816299.4504 253.0156 1739816299.4570 0
FUNC __main__.cost_function 253.0156 1739816299.4609 253.0156 1739816299.4629 0
FUNC __main__.cost_function 253.0156 1739816299.4654 253.0156 1739816299.4697 0
FUNC __main__.cost_function 253.0156 1739816299.5401 253.0156 1739816299.5455 0
FUNC __main__.cost_function 253.0156 1739816299.6155 253.0156 1739816299.6205 0
FUNC __main__.cost_function 253.0156 1739816299.6249 253.0156 1739816299.6259 0
FUNC __main__.cost_function 253.0156 1739816299.6270 253.0156 1739816299.6333 0
FUNC __main__.cost_function 253.0156 1739816299.7034 253.0156 1739816299.7103 0
FUNC __main__.cost_function 253.0156 1739816299.7805 253.0156 1739816299.7864 0
FUNC __main__.cost_function 253.0156 1739816299.7912 253.0156 1739816299.7922 0
FUNC __main__.cost_function 253.0156 1739816299.7933 253.0156 1739816299.8009 0
FUNC __main__.cost_function 253.0156 1739816299.8717 253.0156 1739816299.8776 0
FUNC __main__.cost_function 253.0156 1739816299.8815 253.0156 1739816299.8839 0
FUNC __main__.cost_function 253.0156 1739816299.8873 253.0156 1739816299.8934 0
FUNC __main__.cost_function 253.0156 1739816299.9636 253.0156 1739816299.9682 0
FUNC __main__.cost_function 253.0156 1739816300.0382 253.0156 1739816300.0441 0
FUNC __main__.cost_function 253.0312 1739816300.0517 254.1250 1739816300.0527 0
FUNC __main__.cost_function 254.1250 1739816300.0538 254.1250 1739816300.0582 0
FUNC __main__.cost_function 254.1250 1739816300.1282 254.1250 1739816300.1343 0
FUNC __main__.cost_function 254.1250 1739816300.1378 254.5625 1739816300.1389 0
FUNC __main__.cost_function 254.5625 1739816300.1399 254.5625 1739816300.1467 0
FUNC __main__.cost_function 254.5625 1739816300.2168 254.5625 1739816300.2215 0
FUNC __main__.cost_function 254.5625 1739816300.2912 254.5625 1739816300.2967 0
FUNC __main__.cost_function 254.5625 1739816300.3008 254.5625 1739816300.3019 0
FUNC __main__.cost_function 254.5625 1739816300.3042 254.5625 1739816300.3097 0
FUNC __main__.cost_function 254.5625 1739816300.3801 254.5625 1739816300.3943 0
FUNC __main__.cost_function 249.2812 1739816300.4651 249.2812 1739816300.5150 0
FUNC __main__.cost_function 249.2812 1739816300.5859 249.2812 1739816300.5915 0
FUNC __main__.cost_function 249.2812 1739816300.5966 252.4062 1739816300.5986 0
FUNC __main__.cost_function 252.4062 1739816300.5996 252.4062 1739816300.6045 0
FUNC __main__.cost_function 252.4062 1739816300.6742 252.4062 1739816300.6800 0
FUNC __main__.cost_function 252.4062 1739816300.6844 252.7812 1739816300.6855 0
FUNC __main__.cost_function 252.7812 1739816300.6867 252.7812 1739816300.7139 0
FUNC __main__.cost_function 252.7812 1739816300.7837 252.7812 1739816300.7914 0
FUNC __main__.cost_function 252.7812 1739816300.8614 252.7812 1739816300.8673 0
FUNC __main__.cost_function 252.7812 1739816300.8731 252.7812 1739816300.8742 0
FUNC __main__.cost_function 252.7812 1739816300.8857 252.7812 1739816300.9027 0
FUNC __main__.cost_function 235.6719 1739816300.9875 236.0156 1739816300.9925 0
FUNC __main__.cost_function 236.0156 1739816301.0624 236.0781 1739816301.0722 0
FUNC __main__.cost_function 236.1875 1739816301.0838 239.7031 1739816301.0854 0
FUNC __main__.cost_function 244.3281 1739816301.0914 244.3281 1739816301.0976 0
FUNC __main__.cost_function 238.2969 1739816301.2087 238.2969 1739816301.2302 0
FUNC __main__.cost_function 238.2969 1739816301.2414 240.2031 1739816301.2437 0
FUNC __main__.cost_function 240.2031 1739816301.2458 240.3750 1739816301.2517 0
FUNC __main__.cost_function 240.3750 1739816301.3224 240.3750 1739816301.3273 0
FUNC __main__.cost_function 240.3750 1739816301.3975 240.3750 1739816301.4049 0
FUNC __main__.cost_function 240.3750 1739816301.4105 240.3750 1739816301.4141 0
FUNC __main__.cost_function 240.3750 1739816301.4172 240.3750 1739816301.4242 0
FUNC __main__.cost_function 240.3906 1739816301.4949 240.3906 1739816301.5030 0
FUNC __main__.cost_function 240.3906 1739816301.5728 240.3906 1739816301.5850 0
FUNC __main__.cost_function 240.3906 1739816301.5945 240.3906 1739816301.6015 0
FUNC __main__.cost_function 240.3906 1739816301.6055 240.3906 1739816301.6134 0
FUNC __main__.cost_function 240.3906 1739816301.6834 240.3906 1739816301.6894 0
FUNC __main__.cost_function 240.3906 1739816301.7604 240.3906 1739816301.7692 0
FUNC __main__.cost_function 240.3906 1739816301.7761 240.4844 1739816301.7772 0
FUNC __main__.cost_function 240.4844 1739816301.7790 240.4844 1739816301.7858 0
FUNC __main__.cost_function 240.4844 1739816301.8571 240.4844 1739816301.8640 0
FUNC __main__.cost_function 240.4844 1739816301.9343 240.4844 1739816301.9417 0
FUNC __main__.cost_function 240.4844 1739816301.9579 240.4844 1739816301.9601 0
FUNC __main__.cost_function 240.4844 1739816301.9710 240.4844 1739816301.9960 0
FUNC __main__.cost_function 240.4844 1739816302.0657 240.4844 1739816302.0824 0
FUNC __main__.cost_function 240.6250 1739816302.0868 245.1875 1739816302.0990 0
FUNC __main__.cost_function 245.2500 1739816302.1002 245.2500 1739816302.1049 0
FUNC __main__.cost_function 245.2500 1739816302.1752 245.2500 1739816302.1798 0
FUNC __main__.cost_function 245.2500 1739816302.2499 245.2500 1739816302.2547 0
FUNC __main__.cost_function 245.2500 1739816302.2584 245.2812 1739816302.2640 0
FUNC __main__.cost_function 245.2812 1739816302.2667 245.2812 1739816302.2752 0
FUNC __main__.cost_function 245.2812 1739816302.3457 245.2812 1739816302.3502 0
FUNC __main__.cost_function 245.2812 1739816302.4201 245.2812 1739816302.4332 0
FUNC __main__.cost_function 245.2812 1739816302.4714 245.2812 1739816302.4730 0
FUNC __main__.cost_function 245.2812 1739816302.4744 245.2812 1739816302.4789 0
FUNC __main__.cost_function 245.2812 1739816302.5487 245.2812 1739816302.5543 0
FUNC __main__.cost_function 245.2812 1739816302.5584 245.2812 1739816302.5595 0
FUNC __main__.cost_function 245.2812 1739816302.5608 245.2812 1739816302.5673 0
FUNC __main__.cost_function 245.2812 1739816302.6376 245.2812 1739816302.6421 0
FUNC __main__.cost_function 245.2812 1739816302.7123 245.2812 1739816302.7264 0
FUNC __main__.cost_function 245.2812 1739816302.7327 245.2812 1739816302.7340 0
FUNC __main__.cost_function 245.2812 1739816302.7351 245.2812 1739816302.7391 0
FUNC __main__.cost_function 245.2812 1739816302.8090 245.2812 1739816302.8144 0
FUNC __main__.cost_function 245.2969 1739816302.8841 245.2969 1739816302.8894 0
FUNC __main__.cost_function 245.2969 1739816302.9593 245.2969 1739816302.9682 0
FUNC __main__.cost_function 245.2969 1739816303.0379 245.2969 1739816303.0418 0
FUNC __main__.cost_function 245.2969 1739816303.0460 245.3906 1739816303.0473 0
